Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
2015-2016,All,2 and over,All,Potassium,"2,501.7",35.7,"2,431.2","2,572.1",,,,
2015-2016,Male,2 and over,All,Potassium,"2,782.4",39.2,"2,705.0","2,859.8",,,,
2015-2016,Female,2 and over,All,Potassium,"2,235.1",39.5,"2,157.1","2,313.1",,,,
2017-2018,All,2 and over,All,Potassium,"2,496.3",31.2,"2,434.7","2,557.9",,,,
2017-2018,Male,2 and over,All,Potassium,"2,767.4",35.9,"2,696.5","2,838.3",,,,
2017-2018,Female,2 and over,All,Potassium,"2,238.2",41.5,"2,156.3","2,320.2",,,,
1999-2000,All,2 and over,All,Saturated Fat,26.9,0.4,26.1,27.6,,,,
1999-2000,Male,2 and over,All,Saturated Fat,31.1,0.4,30.2,31.9,,,,
1999-2000,Female,2 and over,All,Saturated Fat,22.8,0.4,22.2,23.5,,,,
2001-2002,All,2 and over,All,Saturated Fat,26.5,0.3,25.9,27.1,,,,
2001-2002,Male,2 and over,All,Saturated Fat,30.9,0.5,29.9,32.0,,,,
2001-2002,Female,2 and over,All,Saturated Fat,22.2,0.2,21.8,22.7,,,,
2003-2004,All,2 and over,All,Saturated Fat,27.7,0.2,27.2,28.1,,,,
2003-2004,Male,2 and over,All,Saturated Fat,31.7,0.4,30.9,32.4,,,,
2003-2004,Female,2 and over,All,Saturated Fat,23.8,0.3,23.3,24.3,,,,
2005-2006,All,2 and over,All,Saturated Fat,27.8,0.5,26.9,28.8,,,,
2005-2006,Male,2 and over,All,Saturated Fat,32.6,0.6,31.5,33.7,,,,
2005-2006,Female,2 and over,All,Saturated Fat,23.3,0.4,22.4,24.2,,,,
2007-2008,All,2 and over,All,Saturated Fat,26.3,0.5,25.4,27.2,,,,
2007-2008,Male,2 and over,All,Saturated Fat,30.5,0.6,29.5,31.6,,,,
2007-2008,Female,2 and over,All,Saturated Fat,22.5,0.4,21.7,23.3,,,,
2009-2010,All,2 and over,All,Saturated Fat,25.5,0.3,24.9,26.1,,,,
2009-2010,Male,2 and over,All,Saturated Fat,29.5,0.6,28.4,30.6,,,,
2009-2010,Female,2 and over,All,Saturated Fat,21.7,0.2,21.4,22.0,,,,
2011-2012,All,2 and over,All,Saturated Fat,26.2,0.4,25.5,26.9,,,,
2011-2012,Male,2 and over,All,Saturated Fat,30.1,0.5,29.1,31.1,,,,
2011-2012,Female,2 and over,All,Saturated Fat,22.4,0.4,21.6,23.2,,,,
2013-2014,All,2 and over,All,Saturated Fat,26.3,0.2,25.8,26.7,,,,
2013-2014,Male,2 and over,All,Saturated Fat,30.1,0.4,29.4,30.8,,,,
2013-2014,Female,2 and over,All,Saturated Fat,22.6,0.2,22.1,23.0,,,,
2015-2016,All,2 and over,All,Saturated Fat,27.1,0.4,26.2,27.9,,,,
2015-2016,Male,2 and over,All,Saturated Fat,30.7,0.7,29.4,31.9,,,,
2015-2016,Female,2 and over,All,Saturated Fat,23.6,0.3,23.1,24.2,,,,
2017-2018,All,2 and over,All,Saturated Fat,28.0,0.3,27.4,28.6,,,,
2017-2018,Male,2 and over,All,Saturated Fat,31.8,0.4,31.0,32.6,,,,
2017-2018,Female,2 and over,All,Saturated Fat,24.4,0.4,23.7,25.1,,,,
1999-2000,All,2 and over,All,Sodium,"3,382.2",51.3,"3,280.8","3,483.6",,,,
1999-2000,Male,2 and over,All,Sodium,"3,904.7",58.1,"3,790.0","4,019.4",,,,
1999-2000,Female,2 and over,All,Sodium,"2,885.1",44.0,"2,798.1","2,972.1",,,,
2001-2002,All,2 and over,All,Sodium,"3,340.1",28.1,"3,284.5","3,395.7",,,,
2001-2002,Male,2 and over,All,Sodium,"3,851.3",48.1,"3,756.3","3,946.4",,,,
2001-2002,Female,2 and over,All,Sodium,"2,854.6",31.8,"2,791.8","2,917.4",,,,
2003-2004,All,2 and over,All,Sodium,"3,407.6",30.5,"3,347.4","3,467.8",,,,
2003-2004,Male,2 and over,All,Sodium,"3,918.3",45.1,"3,829.3","4,007.4",,,,
2003-2004,Female,2 and over,All,Sodium,"2,917.2",34.7,"2,848.7","2,985.6",,,,
2005-2006,All,2 and over,All,Sodium,"3,436.3",47.5,"3,342.4","3,530.1",,,,
2005-2006,Male,2 and over,All,Sodium,"4,004.7",58.3,"3,889.6","4,119.8",,,,
2005-2006,Female,2 and over,All,Sodium,"2,894.9",40.6,"2,814.6","2,975.2",,,,
2007-2008,Female,2 and over,All,Sodium,"2,849.5",42.0,"2,766.6","2,932.5",,,,
2009-2010,All,2 and over,All,Sodium,"3,462.8",19.4,"3,424.4","3,501.1",,,,
2009-2010,Male,2 and over,All,Sodium,"4,019.3",31.6,"3,956.9","4,081.7",,,,
2009-2010,Female,2 and over,All,Sodium,"2,933.7",15.4,"2,903.4","2,964.1",,,,
2011-2012,All,2 and over,All,Sodium,"3,478.0",24.4,"3,429.8","3,526.1",,,,
2011-2012,Male,2 and over,All,Sodium,"4,023.9",45.4,"3,934.3","4,113.5",,,,
2011-2012,Female,2 and over,All,Sodium,"2,946.3",31.8,"2,883.6","3,009.0",,,,
2013-2014,All,2 and over,All,Sodium,"3,409.2",27.7,"3,354.5","3,463.8",,,,
2013-2014,Male,2 and over,All,Sodium,"3,914.6",46.2,"3,823.4","4,005.8",,,,
2013-2014,Female,2 and over,All,Sodium,"2,919.6",20.5,"2,879.1","2,960.2",,,,
2015-2016,All,2 and over,All,Sodium,"3,410.4",33.6,"3,344.0","3,476.9",,,,
2015-2016,Male,2 and over,All,Sodium,"3,898.6",56.6,"3,786.7","4,010.4",,,,
2015-2016,Female,2 and over,All,Sodium,"2,946.9",31.5,"2,884.6","3,009.2",,,,
2017-2018,All,2 and over,All,Sodium,"3,389.1",34.8,"3,320.3","3,457.9",,,,
2017-2018,Male,2 and over,All,Sodium,"3,894.6",48.4,"3,799.1","3,990.1",,,,
2017-2018,Female,2 and over,All,Sodium,"2,908.0",38.5,"2,832.0","2,983.9",,,,
1999-2000,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2007-2008,All,2 and over,All,Vitamin D,4.6,0.1,4.4,4.8,,,,
2007-2008,Male,2 and over,All,Vitamin D,5.2,0.2,4.8,5.6,,,,
2007-2008,Female,2 and over,All,Vitamin D,4.0,0.1,3.8,4.2,,,,
2009-2010,All,2 and over,All,Vitamin D,5.3,0.1,5.1,5.6,,,,
2009-2010,Male,2 and over,All,Vitamin D,6.0,0.1,5.8,6.3,,,,
2009-2010,Female,2 and over,All,Vitamin D,4.7,0.1,4.4,5.0,,,,
2011-2012,All,2 and over,All,Vitamin D,5.0,0.1,4.8,5.2,,,,
2011-2012,Male,2 and over,All,Vitamin D,5.8,0.2,5.5,6.2,,,,
2011-2012,Female,2 and over,All,Vitamin D,4.2,0.1,4.0,4.4,,,,
2013-2014,All,2 and over,All,Vitamin D,4.9,0.1,4.6,5.1,,,,
2013-2014,Male,2 and over,All,Vitamin D,5.7,0.2,5.2,6.1,,,,
2013-2014,Female,2 and over,All,Vitamin D,4.1,0.1,4.0,4.3,,,,
2015-2016,All,2 and over,All,Vitamin D,4.8,0.2,4.5,5.1,,,,
2015-2016,Male,2 and over,All,Vitamin D,5.3,0.2,4.9,5.7,,,,
2015-2016,Female,2 and over,All,Vitamin D,4.4,0.1,4.1,4.7,,,,
2017-2018,All,2 and over,All,Vitamin D,4.3,0.1,4.1,4.6,,,,
2017-2018,Male,2 and over,All,Vitamin D,4.9,0.1,4.6,5.1,,,,
2017-2018,Female,2 and over,All,Vitamin D,3.8,0.1,3.5,4.1,,,,
1999-2000,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Calcium,944.5,17.9,909.3,979.8,,,,
2009-2010,All,2 and over,Hispanic,Calcium,991.8,19.4,953.5,"1,030.1",,,,
2011-2012,All,2 and over,Hispanic,Calcium,"1,045.0",21.2,"1,003.2","1,086.8",,,,
2013-2014,All,2 and over,Hispanic,Calcium,"1,024.9",21.4,982.6,"1,067.1",,,,
2015-2016,All,2 and over,Hispanic,Calcium,972.5,15.0,942.8,"1,002.3",,,,
2017-2018,All,2 and over,Hispanic,Calcium,997.0,25.5,946.5,"1,047.4",,,,
1999-2000,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Dietary Fiber,15.9,0.4,15.2,16.7,,,,
2009-2010,All,2 and over,Hispanic,Dietary Fiber,17.0,0.4,16.2,17.9,,,,
2011-2012,All,2 and over,Hispanic,Dietary Fiber,18.1,0.6,17.0,19.2,,,,
2013-2014,All,2 and over,Hispanic,Dietary Fiber,18.2,0.6,17.0,19.4,,,,
2015-2016,All,2 and over,Hispanic,Dietary Fiber,17.5,0.4,16.8,18.3,,,,
2017-2018,All,2 and over,Hispanic,Dietary Fiber,18.4,0.5,17.4,19.3,,,,
1999-2000,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Iron,14.5,0.2,14.2,14.9,,,,
2009-2010,All,2 and over,Hispanic,Iron,14.5,0.2,14.1,14.9,,,,
2011-2012,All,2 and over,Hispanic,Iron,16.3,0.4,15.6,17.1,,,,
2013-2014,All,2 and over,Hispanic,Iron,14.9,0.3,14.3,15.4,,,,
2015-2016,All,2 and over,Hispanic,Iron,14.3,0.3,13.8,14.7,,,,
2017-2018,All,2 and over,Hispanic,Iron,14.5,0.3,14.0,15.0,,,,
1999-2000,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Potassium,"2,449.0",53.1,"2,344.1","2,554.0",,,,
2009-2010,All,2 and over,Hispanic,Potassium,"2,556.3",34.3,"2,488.6","2,624.1",,,,
2011-2012,All,2 and over,Hispanic,Potassium,"2,645.0",34.9,"2,576.1","2,713.9",,,,
2013-2014,All,2 and over,Hispanic,Potassium,"2,550.8",59.5,"2,433.2","2,668.3",,,,
2015-2016,All,2 and over,Hispanic,Potassium,"2,436.1",39.1,"2,358.9","2,513.4",,,,
2017-2018,All,2 and over,Hispanic,Potassium,"2,530.7",53.6,"2,424.7","2,636.6",,,,
1999-2000,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Saturated Fat,24.3,0.4,23.5,25.0,,,,
2009-2010,All,2 and over,Hispanic,Saturated Fat,23.3,0.4,22.6,24.1,,,,
2011-2012,All,2 and over,Hispanic,Saturated Fat,25.6,0.5,24.5,26.7,,,,
2013-2014,All,2 and over,Hispanic,Saturated Fat,26.2,0.6,24.9,27.4,,,,
2015-2016,All,2 and over,Hispanic,Saturated Fat,26.4,0.3,25.7,27.1,,,,
2017-2018,All,2 and over,Hispanic,Saturated Fat,26.1,0.6,24.9,27.3,,,,
1999-2000,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Sodium,"3,114.5",33.3,"3,048.7","3,180.3",,,,
2009-2010,All,2 and over,Hispanic,Sodium,"3,252.3",49.3,"3,154.9","3,349.6",,,,
2011-2012,All,2 and over,Hispanic,Sodium,"3,466.2",53.8,"3,360.0","3,572.4",,,,
2013-2014,All,2 and over,Hispanic,Sodium,"3,423.9",59.7,"3,305.9","3,541.8",,,,
2015-2016,All,2 and over,Hispanic,Sodium,"3,372.3",46.9,"3,279.7","3,465.0",,,,
2017-2018,All,2 and over,Hispanic,Sodium,"3,349.7",59.0,"3,233.2","3,466.1",,,,
1999-2000,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2001-2002,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2003-2004,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2007-2008,All,2 and over,Hispanic,Vitamin D,4.9,0.2,4.5,5.2,,,,
2009-2010,All,2 and over,Hispanic,Vitamin D,5.2,0.1,5.0,5.4,,,,
2011-2012,All,2 and over,Hispanic,Vitamin D,5.3,0.2,5.0,5.6,,,,
2013-2014,All,2 and over,Hispanic,Vitamin D,4.8,0.2,4.5,5.1,,,,
2015-2016,All,2 and over,Hispanic,Vitamin D,4.9,0.1,4.7,5.1,,,,
2017-2018,All,2 and over,Hispanic,Vitamin D,4.6,0.2,4.3,4.9,,,,
1999-2000,All,2 and over,Mexican American,Calcium,825.0,17.8,789.7,860.3,,,,
2001-2002,All,2 and over,Mexican American,Calcium,920.2,24.2,872.4,968.0,,,,
2003-2004,All,2 and over,Mexican American,Calcium,962.7,37.6,888.5,"1,037.0",,,,
2005-2006,All,2 and over,Mexican American,Calcium,955.1,21.9,911.9,998.3,,,,
2007-2008,All,2 and over,Mexican American,Calcium,931.3,23.8,884.3,978.2,,,,
2009-2010,All,2 and over,Mexican American,Calcium,997.3,25.0,948.0,"1,046.6",,,,
2011-2012,All,2 and over,Mexican American,Calcium,"1,100.5",25.5,"1,050.1","1,150.8",,,,
2013-2014,All,2 and over,Mexican American,Calcium,"1,053.4",32.5,989.2,"1,117.5",,,,
2015-2016,All,2 and over,Mexican American,Calcium,994.8,17.4,960.3,"1,029.2",,,,
2017-2018,All,2 and over,Mexican American,Calcium,"1,026.8",23.7,980.0,"1,073.7",,,,
1999-2000,All,2 and over,Mexican American,Dietary Fiber,16.2,0.4,15.4,17.1,,,,
2001-2002,All,2 and over,Mexican American,Dietary Fiber,16.8,0.4,16.0,17.5,,,,
2003-2004,All,2 and over,Mexican American,Dietary Fiber,17.7,0.4,16.9,18.5,,,,
2005-2006,All,2 and over,Mexican American,Dietary Fiber,17.3,0.5,16.4,18.2,,,,
2007-2008,All,2 and over,Mexican American,Dietary Fiber,16.3,0.5,15.3,17.2,,,,
2009-2010,All,2 and over,Mexican American,Dietary Fiber,18.1,0.5,17.2,19.1,,,,
2011-2012,All,2 and over,Mexican American,Dietary Fiber,19.0,0.6,17.8,20.2,,,,
2013-2014,All,2 and over,Mexican American,Dietary Fiber,19.0,0.8,17.5,20.6,,,,
2015-2016,All,2 and over,Mexican American,Dietary Fiber,18.1,0.5,17.1,19.0,,,,
2017-2018,All,2 and over,Mexican American,Dietary Fiber,18.5,0.6,17.3,19.7,,,,
1999-2000,All,2 and over,Mexican American,Iron,14.2,0.3,13.7,14.7,,,,
2001-2002,All,2 and over,Mexican American,Iron,15.7,0.6,14.5,16.8,,,,
2003-2004,All,2 and over,Mexican American,Iron,16.5,0.4,15.7,17.3,,,,
2005-2006,All,2 and over,Mexican American,Iron,15.6,0.3,15.0,16.1,,,,
2007-2008,All,2 and over,Mexican American,Iron,14.4,0.2,14.0,14.9,,,,
2009-2010,All,2 and over,Mexican American,Iron,14.7,0.3,14.1,15.3,,,,
2011-2012,All,2 and over,Mexican American,Iron,17.4,0.5,16.5,18.3,,,,
2013-2014,All,2 and over,Mexican American,Iron,15.1,0.4,14.3,16.0,,,,
2015-2016,All,2 and over,Mexican American,Iron,14.7,0.4,13.8,15.5,,,,
2017-2018,All,2 and over,Mexican American,Iron,14.7,0.3,14.1,15.4,,,,
1999-2000,All,2 and over,Mexican American,Potassium,"2,555.0",42.1,"2,471.8","2,638.2",,,,
2001-2002,All,2 and over,Mexican American,Potassium,"2,614.4",51.7,"2,512.2","2,716.6",,,,
2003-2004,All,2 and over,Mexican American,Potassium,"2,722.3",59.0,"2,605.8","2,838.8",,,,
2005-2006,All,2 and over,Mexican American,Potassium,"2,595.5",58.0,"2,480.9","2,710.1",,,,
2007-2008,All,2 and over,Mexican American,Potassium,"2,421.6",68.1,"2,287.1","2,556.2",,,,
2009-2010,All,2 and over,Mexican American,Potassium,"2,583.0",47.3,"2,489.5","2,676.4",,,,
2011-2012,All,2 and over,Mexican American,Potassium,"2,676.2",39.9,"2,597.4","2,755.0",,,,
2013-2014,All,2 and over,Mexican American,Potassium,"2,549.5",72.8,"2,405.7","2,693.3",,,,
2015-2016,All,2 and over,Mexican American,Potassium,"2,434.4",43.5,"2,348.4","2,520.3",,,,
2017-2018,All,2 and over,Mexican American,Potassium,"2,488.5",50.6,"2,388.6","2,588.5",,,,
1999-2000,All,2 and over,Mexican American,Saturated Fat,24.5,0.6,23.4,25.7,,,,
2001-2002,All,2 and over,Mexican American,Saturated Fat,26.3,0.9,24.6,27.9,,,,
2003-2004,All,2 and over,Mexican American,Saturated Fat,27.9,0.8,26.3,29.5,,,,
2005-2006,All,2 and over,Mexican American,Saturated Fat,25.2,0.5,24.2,26.2,,,,
2007-2008,All,2 and over,Mexican American,Saturated Fat,24.5,0.6,23.4,25.6,,,,
2009-2010,All,2 and over,Mexican American,Saturated Fat,23.4,0.5,22.5,24.4,,,,
2011-2012,All,2 and over,Mexican American,Saturated Fat,27.2,0.6,26.0,28.4,,,,
2013-2014,All,2 and over,Mexican American,Saturated Fat,26.3,0.9,24.4,28.1,,,,
2015-2016,All,2 and over,Mexican American,Saturated Fat,27.2,0.4,26.4,27.9,,,,
2017-2018,All,2 and over,Mexican American,Saturated Fat,26.3,0.5,25.4,27.3,,,,
1999-2000,All,2 and over,Mexican American,Sodium,"3,006.0",53.6,"2,900.1","3,111.8",,,,
2001-2002,All,2 and over,Mexican American,Sodium,"3,169.1",90.8,"2,989.6","3,348.5",,,,
2003-2004,All,2 and over,Mexican American,Sodium,"3,395.6",69.5,"3,258.3","3,532.9",,,,
2005-2006,All,2 and over,Mexican American,Sodium,"3,162.1",71.1,"3,021.8","3,302.5",,,,
2007-2008,All,2 and over,Mexican American,Sodium,"3,097.0",49.8,"2,998.7","3,195.3",,,,
2009-2010,All,2 and over,Mexican American,Sodium,"3,206.1",74.1,"3,059.7","3,352.6",,,,
2011-2012,All,2 and over,Mexican American,Sodium,"3,583.7",54.3,"3,476.6","3,690.9",,,,
2013-2014,All,2 and over,Mexican American,Sodium,"3,481.2",92.4,"3,298.7","3,663.7",,,,
2015-2016,All,2 and over,Mexican American,Sodium,"3,441.6",45.0,"3,352.7","3,530.5",,,,
2017-2018,All,2 and over,Mexican American,Sodium,"3,375.8",56.7,"3,263.8","3,487.8",,,,
1999-2000,All,2 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,All,2 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,All,2 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2007-2008,All,2 and over,Mexican American,Vitamin D,4.9,0.3,4.3,5.4,,,,
2009-2010,All,2 and over,Mexican American,Vitamin D,5.3,0.2,5.0,5.6,,,,
2011-2012,All,2 and over,Mexican American,Vitamin D,5.5,0.2,5.1,5.8,,,,
2013-2014,All,2 and over,Mexican American,Vitamin D,4.6,0.2,4.3,5.0,,,,
2015-2016,All,2 and over,Mexican American,Vitamin D,5.0,0.1,4.7,5.3,,,,
2017-2018,All,2 and over,Mexican American,Vitamin D,4.8,0.1,4.5,5.0,,,,
1999-2000,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2009-2010,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2011-2012,All,2 and over,Non-Hispanic Asian,Calcium,831.9,16.0,800.2,863.6,,,,
2013-2014,All,2 and over,Non-Hispanic Asian,Calcium,786.2,27.1,732.7,839.7,,,,
2015-2016,All,2 and over,Non-Hispanic Asian,Calcium,835.9,38.6,759.7,912.0,,,,
2017-2018,All,2 and over,Non-Hispanic Asian,Calcium,834.7,20.7,793.8,875.6,,,,
1999-2000,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2009-2010,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2011-2012,All,2 and over,Non-Hispanic Asian,Dietary Fiber,18.1,0.5,17.2,19.0,,,,
2013-2014,All,2 and over,Non-Hispanic Asian,Dietary Fiber,17.8,0.6,16.6,19.1,,,,
2015-2016,All,2 and over,Non-Hispanic Asian,Dietary Fiber,18.7,0.8,17.1,20.2,,,,
2017-2018,All,2 and over,Non-Hispanic Asian,Dietary Fiber,19.5,0.8,17.8,21.1,,,,
